Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0015947;FRASCO AMBAR 120ML;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;10/02/2022;Reservas;Laboratorios;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TECNICO MANTENIMIENTO;500202;26,000;11/02/2022;Reservas;Mantenimiento Servicios;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;11/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;11/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;11/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;11/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;11/05/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;55,000;18/05/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;25/05/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;04/06/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;22/06/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;25/06/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;29/06/2021;Reservas;Fraccionamiento;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TECNICO MANTENIMIENTO;500202;9,000;15/02/2022;Reservas;Mantenimiento Servicios;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;2,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;15/02/2022;Reservas;Fab. Maq.;2022
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TECNICO MANTENIMIENTO;500202;6,000;16/02/2022;Reservas;Mantenimiento Servicios;2022
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;101;NORMAL;;160,000;16/02/2022;Ingresos;N/A;2022
42-0016016;GARRAFA 20 LT CERTIFICADA AZUL;0101;101;NORMAL;;160,000;16/02/2022;Ingresos;N/A;2022
42-0016017;TAPA 20 LT CERTIFICADA AZUL;0101;101;NORMAL;;160,000;16/02/2022;Ingresos;N/A;2022
30-0000457;TAPON PEAD 60 LITROS;0101;101;NORMAL;;160,000;16/02/2022;Ingresos;N/A;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;16/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;06/07/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;16/07/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;21/07/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;23/07/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;03/08/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;06/08/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;10/08/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;20/08/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;27/08/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;03/09/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;25,000;16/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;16/02/2022;Reservas;Fab. Maq.;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;EXCLUSA MP;17070159;2,000;20/02/2022;Reservas;Fraccionamiento;2022
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;EXCLUSA MP;17070159;1,000;20/02/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;17/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;35,000;17/02/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;17/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;17/02/2022;Reservas;Fab. Maq.;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;17/02/2022;Reservas;Don Vapor;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;18/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;45,000;18/02/2022;Reservas;Fab. Maq.;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;01/10/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;18/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;08/10/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;20/10/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;22/10/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;05/11/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;19/11/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;03/12/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;12,000;14/12/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;28/12/2021;Reservas;Fraccionamiento;2021
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;11/01/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;14/01/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;18/01/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;24,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;36,000;18/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;25/01/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;EXCLUSA MP;17070159;2,000;11/04/2022;Reservas;Fraccionamiento;2022
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;957;EXCLUSA MP;17070159;1,000;11/04/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;941;EXCLUSA MP.;17070159;2,000;19/11/2021;Reservas;Fraccionamiento;2021
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;941;EXCLUSA MP.;17070159;1,000;19/11/2021;Reservas;Fraccionamiento;2021
42-0015947;FRASCO AMBAR 120ML;0101;101;NORMAL;;1.575,000;21/02/2022;Ingresos;N/A;2022
42-0015945;FRASCO 245CC;0101;101;NORMAL;;5.328,000;21/02/2022;Ingresos;N/A;2022
42-0015946;TAPA FRASCO 245CC;0101;101;NORMAL;;5.328,000;21/02/2022;Ingresos;N/A;2022
42-0015948;TAPA FRASCO AMBAR 120ML;0101;101;NORMAL;;1.575,000;21/02/2022;Ingresos;N/A;2022
42-0015945;FRASCO 245CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;21/02/2022;Reservas;Laboratorios;2022
42-0015946;TAPA FRASCO 245CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;21/02/2022;Reservas;Laboratorios;2022
42-0016010;SUBTAPADE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;21/02/2022;Reservas;Laboratorios;2022
42-0016011;GARRAFA DE 20 LITROS  58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;21/02/2022;Reservas;Laboratorios;2022
42-0016012;TAPA DE 20 LITROS 58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;21/02/2022;Reservas;Laboratorios;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;CASTELBLANCO CASTELBLANCO/ TECNICOS SERVICIOS;500202;48,000;22/02/2022;Reservas;Mantenimiento Servicios;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;22/02/2022;Reservas;Fab. Maq.;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;2,000;22/02/2022;Reservas;Fab. Maq.;2022
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;I&D QUIMICO NELSON VELA;17070159;700,000;02/02/2022;Reservas;Laboratorios;2022
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;I&D QUIMICO NELSON VELA;17070159;700,000;02/02/2022;Reservas;Laboratorios;2022
42-0016008;GARRAFA DE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17070159;14,000;22/02/2022;Reservas;Laboratorios;2022
30-0000457;TAPON PEAD 60 LITROS;0101;941;FABRICA HOH;500411;4,000;23/02/2022;Reservas;Fab. Hoh;2022
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;941;FABRICA HOH;500411;4,000;23/02/2022;Reservas;Fab. Hoh;2022
30-0000457;TAPON PEAD 60 LITROS;0101;941;FABRICA HOH;500411;4,000;23/02/2022;Reservas;Fab. Hoh;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;23/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;04/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;11/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;18/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;23/02/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;01/03/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;11/03/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;22/03/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;29/03/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;24,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;84,000;24/02/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;84,000;24/02/2022;Reservas;Fab. Maq.;2022
30-0000457;TAPON PEAD 60 LITROS;0101;101;0102050964;;160,000;24/02/2022;Ingresos;N/A;2022
42-0015945;FRASCO 245CC;9991;101;REVERSO CAMBIO DE PRECIO SOL MELIISA RODRIGUEZ;;5.328,000;24/02/2022;Ingresos;N/A;2022
42-0015946;TAPA FRASCO 245CC;9991;101;REVERSO CAMBIO DE PRECIO SOL MELIISA RODRIGUEZ;;5.328,000;24/02/2022;Ingresos;N/A;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;24/02/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;24/02/2022;Reservas;Fab. Maq.;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;24/02/2022;Reservas;Don Vapor;2022
42-0015945;FRASCO 245CC;0101;959;generacion de reserva por cambio de precio;17050151;480,000;25/02/2022;Reservas;Laboratorios;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;84,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;90,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;24,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;6,000;25/02/2022;Reservas;Fraccionamiento;2022
42-0007974;"12X24X2"" EFF: 30-35%";0101;101;NORMAL;;100,000;26/02/2022;Ingresos;N/A;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;05/04/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA;500411;72,000;28/02/2022;Reservas;Fab. Hoh;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA;500411;84,000;28/02/2022;Reservas;Fab. Hoh;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;2,000;28/02/2022;Reservas;Fab. Maq.;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17070159;14,000;22/02/2022;Reservas;Laboratorios;2022
42-0016010;SUBTAPADE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17070159;14,000;22/02/2022;Reservas;Laboratorios;2022
42-0016133;FRASCO AMBAR 30CC;0101;959;I&D QUIMICO NELSON VELA;17070159;203,000;28/02/2022;Reservas;Laboratorios;2022
42-0016134;TAPA BLANCA POLY-GUAR;0101;959;I&D QUIMICO NELSON VELA;17070159;203,000;28/02/2022;Reservas;Laboratorios;2022
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TECNICO MANTENIMIENTO;500202;36,000;01/03/2022;Reservas;Mantenimiento Servicios;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015915;TARRO 5 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;15,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;TECNICO MANTENIMIENTO;500202;36,000;01/03/2022;Reservas;Mantenimiento Servicios;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0015915;TARRO 5 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;01/03/2022;Reservas;Fab. Maq.;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;105,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;105,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;180,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;01/03/2022;Reservas;Fraccionamiento;2022
42-0016133;FRASCO AMBAR 30CC;0101;959;I&D QUIMICO NELSON VELA;17070154;440,000;01/03/2022;Reservas;Laboratorios;2022
42-0016134;TAPA BLANCA POLY-GUAR;0101;959;I&D QUIMICO NELSON VELA;17070154;440,000;01/03/2022;Reservas;Laboratorios;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;26,000;06/04/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;08/04/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;22/04/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;26/04/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;24,000;06/05/2022;Reservas;Fraccionamiento;2022
30-0000457;TAPON PEAD 60 LITROS;0101;957;ESCLUSA DE MP SAS;;48,000;11/05/2022;Reservas;Fraccionamiento;2022
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;60,000;26/01/2021;Reservas;Fraccionamiento;2021
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;29/01/2021;Reservas;Fraccionamiento;2021
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;10,000;29/01/2021;Reservas;Fraccionamiento;2021
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;02/03/2021;Reservas;Fraccionamiento;2021
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;10,000;02/03/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;36,000;02/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;15,000;02/03/2022;Reservas;Fraccionamiento;2022
42-0016133;FRASCO AMBAR 30CC;0101;959;I&D QUIMICO NELSON VELA;17070154;20,000;02/03/2022;Reservas;Laboratorios;2022
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;20,000;05/03/2021;Reservas;Fraccionamiento;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TECNICO MANTENIMIENTO;500202;4,000;03/03/2022;Reservas;Mantenimiento Servicios;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;80,000;03/03/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;80,000;03/03/2022;Reservas;Fab. Maq.;2022
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;03/03/2022;Reservas;Fab. Maq.;2022
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;10,000;03/03/2022;Reservas;Fab. Maq.;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;40,000;03/03/2022;Reservas;Don Vapor;2022
42-0016132;TAPA BLANCA ARO ALTO PROCESO;0101;101;NORMAL;;360,000;04/03/2022;Ingresos;N/A;2022
42-0016131;FRASCO POTERO 130CC;0101;101;NORMAL;;360,000;04/03/2022;Ingresos;N/A;2022
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;957;ALMACEN PT MUELLE #34;500999;30,000;04/03/2022;Reservas;Don Vapor;2022
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0015913;TARRO 10 LT (BALDE);0101;957;ESCLUSA DE MP SAS;;1,000;06/03/2021;Reservas;Fraccionamiento;2021
